player_name,year,hand,rel_height,rel_side,extension,total_pitches,haa_2-Seam/Sinker,haa_4-Seam,haa_Changeup,haa_Curveball,haa_Cutter,haa_Knuckleball,haa_Slider,haa_Splitter,haa_Sweeper,hb_2-Seam/Sinker,hb_4-Seam,hb_Changeup,hb_Curveball,hb_Cutter,hb_Knuckleball,hb_Slider,hb_Splitter,hb_Sweeper,ivb_2-Seam/Sinker,ivb_4-Seam,ivb_Changeup,ivb_Curveball,ivb_Cutter,ivb_Knuckleball,ivb_Slider,ivb_Splitter,ivb_Sweeper,n_2-Seam/Sinker,n_4-Seam,n_Changeup,n_Curveball,n_Cutter,n_Knuckleball,n_Slider,n_Splitter,n_Sweeper,pct_2-Seam/Sinker,pct_4-Seam,pct_Changeup,pct_Curveball,pct_Cutter,pct_Knuckleball,pct_Slider,pct_Splitter,pct_Sweeper,vaa_2-Seam/Sinker,vaa_4-Seam,vaa_Changeup,vaa_Curveball,vaa_Cutter,vaa_Knuckleball,vaa_Slider,vaa_Splitter,vaa_Sweeper,velo_2-Seam/Sinker,velo_4-Seam,velo_Changeup,velo_Curveball,velo_Cutter,velo_Knuckleball,velo_Slider,velo_Splitter,velo_Sweeper
"Fister, Doug",2018,R,6.212,-2.172,6.265,1113,-0.61,,-0.335,-3.164,-3.25,,,,,-16.366,,-15.922,8.071,2.462,,,,,8.214,,7.229,-12.603,7.08,,,,,691.0,,106.0,147.0,162.0,,,,,0.621,,0.095,0.132,0.146,,,,,6.843,,8.058,11.09,7.376,,,,,88.359,,82.122,72.957,84.783,,,,
"Flaherty, Jack",2018,R,5.23,-2.778,6.794,2586,-1.073,-2.656,-0.939,-3.923,,,-3.962,,,-12.084,-4.674,-12.542,13.272,,,5.36,,,7.803,14.023,6.658,-11.398,,,4.028,,,412.0,1034.0,77.0,289.0,,,774.0,,,0.159,0.4,0.03,0.112,,,0.299,,,5.74,4.467,6.293,9.671,,,7.238,,,91.076,93.218,85.262,77.186,,,83.645,,
"Flexen, Chris",2018,R,6.513,-1.011,5.984,151,,-0.54,,,,,,,,,-4.676,,,,,,,,,17.545,,,,,,,,,68.0,,,,,,,,,0.45,,,,,,,,,5.617,,,,,,,,,92.726,,,,,,,
"Floro, Dylan",2018,R,5.905,-3.231,6.172,1099,-1.387,-2.772,-1.655,,,,-4.459,,,-16.934,-9.11,-16.176,,,,1.777,,,7.815,15.252,2.785,,,,5.643,,,566.0,124.0,97.0,,,,310.0,,,0.516,0.113,0.088,,,,0.283,,,6.385,4.896,7.705,,,,7.279,,,93.134,93.59,85.816,,,,86.993,,
"Flynn, Brian",2018,L,6.48,2.57,6.31,1249,1.135,2.564,,,,,3.953,,,-12.959,-7.222,,,,,3.368,,,9.165,13.215,,,,,1.628,,,585.0,273.0,,,,,384.0,,,0.468,0.219,,,,,0.307,,,7.098,6.394,,,,,8.828,,,91.604,92.189,,,,,85.471,,
"Foltynewicz, Mike",2018,R,5.845,-2.214,6.011,3153,-0.636,-1.457,-0.291,-2.507,,,-3.507,,,-15.661,-8.088,-14.441,4.74,,,4.174,,,11.184,16.344,10.95,-4.395,,,2.811,,,527.0,1255.0,191.0,318.0,,,862.0,,,0.167,0.398,0.061,0.101,,,0.273,,,5.216,4.809,6.48,9.063,,,7.286,,,96.532,96.29,87.775,80.054,,,86.727,,
"Font, Wilmer",2018,R,6.412,-1.728,6.644,841,0.038,-1.406,,-2.623,,,-3.592,-1.405,,-11.847,-4.71,,9.014,,,5.877,-7.045,,15.116,17.258,,-14.531,,,-2.114,6.763,,54.0,497.0,,143.0,,,78.0,69.0,,0.064,0.591,,0.17,,,0.093,0.082,,5.981,5.3,,10.832,,,8.897,7.894,,92.646,94.585,,75.164,,,82.158,84.652,
"Frare, Caleb",2018,L,6.1,2.115,6.702,129,,1.786,,,,,3.375,,,,-8.738,,,,,3.97,,,,16.865,,,,,2.994,,,,70.0,,,,,59.0,,,,0.543,,,,,0.457,,,,4.8,,,,,7.838,,,,93.796,,,,,86.302,,
"Freeland, Kyle",2018,L,5.583,1.708,6.35,3327,-0.085,1.528,-0.065,1.966,2.479,,,,,-13.081,-6.467,-11.314,2.257,2.825,,,,,5.946,11.13,4.929,-0.18,4.514,,,,,423.0,1308.0,457.0,140.0,999.0,,,,,0.127,0.393,0.137,0.042,0.3,,,,,6.139,5.286,7.151,7.632,6.93,,,,,90.647,91.872,85.59,79.982,85.82,,,,
"Freeman, Sam",2018,L,6.336,1.59,5.221,886,-0.241,1.245,,3.214,,,,-0.032,,-13.712,-4.261,,9.435,,,,-12.805,,12.162,16.176,,-2.03,,,,5.345,,200.0,337.0,,132.0,,,,217.0,,0.226,0.38,,0.149,,,,0.245,,6.388,5.652,,8.67,,,,8.393,,94.991,95.188,,83.085,,,,86.003,
"Fried, Max",2018,L,6.144,1.525,6.186,604,,1.201,0.205,2.486,,,,,,,-4.245,-11.645,8.882,,,,,,,12.439,5.506,-19.205,,,,,,,334.0,71.0,180.0,,,,,,,0.553,0.118,0.298,,,,,,,5.601,6.811,11.441,,,,,,,93.241,84.337,74.443,,,,,
"Fry, Jace",2018,L,6.332,2.891,5.325,890,1.273,2.793,1.069,4.099,3.941,,,,,-14.855,-7.154,-12.439,8.601,1.656,,,,,6.82,16.17,5.736,-13.415,0.587,,,,,171.0,130.0,96.0,210.0,283.0,,,,,0.192,0.146,0.108,0.236,0.318,,,,,7.046,5.71,8.011,10.312,8.255,,,,,92.363,93.595,84.898,77.036,88.267,,,,
"Fry, Paul",2018,L,5.023,2.776,6.073,636,,2.697,,,,,4.918,,,,-3.208,,,,,15.544,,,,12.384,,,,,-4.057,,,,358.0,,,,,276.0,,,,0.563,,,,,0.434,,,,4.753,,,,,7.712,,,,91.278,,,,,83.718,,
"Fulmer, Carson",2018,R,5.654,-2.032,5.982,657,,-1.094,-0.491,-3.182,-2.978,,,,,,-9.094,-15.692,8.686,3.547,,,,,,16.535,5.773,-2.791,7.777,,,,,,361.0,99.0,50.0,145.0,,,,,,0.549,0.151,0.076,0.221,,,,,,5.27,7.725,9.013,6.851,,,,,,92.82,85.995,81.106,88.323,,,,
"Fulmer, Michael",2018,R,6.218,-1.172,6.241,2147,0.282,-1.1,-0.046,,-2.613,,-2.433,,,-14.173,-3.248,-12.675,,4.51,,8.299,,,11.713,16.085,3.736,,5.921,,0.51,,,759.0,546.0,309.0,,50.0,,482.0,,,0.354,0.254,0.144,,0.023,,0.225,,,5.772,4.905,7.572,,7.255,,8.138,,,95.689,95.922,87.977,,89.608,,85.74,,
"Gagnon, Drew",2018,R,5.696,-2.557,6.465,210,,-1.718,-0.913,,,,,,,,-13.315,-15.706,,,,,,,,12.135,7.666,,,,,,,,118.0,53.0,,,,,,,,0.562,0.252,,,,,,,,5.611,7.195,,,,,,,,91.575,82.234,,,,,,
"Gallardo, Yovani",2018,R,6.286,-1.152,5.893,1667,0.396,-0.761,0.35,-2.088,,,-2.255,,,-11.126,-5.434,-14.602,5.648,,,3.186,,,14.2,17.698,10.642,-5.675,,,8.904,,,392.0,503.0,211.0,205.0,,,355.0,,,0.235,0.302,0.127,0.123,,,0.213,,,6.13,5.693,7.575,9.488,,,7.155,,,91.593,91.469,85.911,79.505,,,88.991,,
"Gallegos, Giovanny",2018,R,6.627,-2.16,5.352,182,,-1.043,,,,,-2.521,,,,-10.452,,,,,1.499,,,,17.714,,,,,-1.001,,,,108.0,,,,,65.0,,,,0.593,,,,,0.357,,,,5.524,,,,,8.317,,,,94.331,,,,,85.228,,
"Gant, John",2018,R,6.076,-2.486,6.138,1874,-1.221,-1.766,-1.176,-3.485,,,-3.522,,,-15.021,-11.56,-11.915,8.609,,,3.222,,,13.304,16.341,6.37,-14.006,,,-0.245,,,723.0,314.0,516.0,224.0,,,96.0,,,0.386,0.168,0.275,0.12,,,0.051,,,5.521,5.26,8.159,10.656,,,8.089,,,93.209,93.196,81.518,76.062,,,83.353,,
"García, Jaime",2018,L,6.134,1.111,5.864,1380,-0.116,1.171,-0.519,1.692,,,2.601,,,-13.231,-2.341,-14.166,9.782,,,8.447,,,6.858,13.961,5.372,-13.202,,,-5.484,,,442.0,480.0,169.0,68.0,,,221.0,,,0.32,0.348,0.122,0.049,,,0.16,,,7.14,6.008,8.347,11.614,,,9.789,,,89.242,89.213,81.493,72.247,,,81.012,,
"García, Jarlín",2018,L,6.051,2.14,5.998,1019,,1.112,-0.353,,,,2.902,,,,-14.486,-18.636,,,,3.617,,,,12.254,7.747,,,,6.371,,,,533.0,252.0,,,,232.0,,,,0.523,0.247,,,,0.228,,,,5.891,7.27,,,,7.468,,,,92.122,85.656,,,,85.091,,
"García, Luis",2018,R,6.239,-2.867,6.2,762,-1.041,-2.269,,,,,-4.223,-1.703,,-14.267,-9.008,,,,,8.557,-6.965,,9.66,12.667,,,,,0.273,3.194,,251.0,118.0,,,,,300.0,93.0,,0.329,0.155,,,,,0.394,0.122,,6.142,5.49,,,,,8.542,8.149,,97.223,97.125,,,,,84.804,86.853,
"García, Yimi",2018,R,5.023,-2.865,5.664,362,,-2.363,,-4.377,,,-3.725,,,,-5.331,,11.608,,,3.665,,,,13.181,,-1.705,,,3.755,,,,199.0,,53.0,,,85.0,,,,0.55,,0.146,,,0.235,,,,3.916,,7.464,,,6.601,,,,94.509,,81.494,,,86.433,,
"Garrett, Amir",2018,L,5.806,2.412,6.433,999,,1.565,,,,,3.28,,,,-10.942,,,,,1.684,,,,13.632,,,,,2.848,,,,599.0,,,,,334.0,,,,0.6,,,,,0.334,,,,5.513,,,,,7.913,,,,94.984,,,,,83.552,,
"Gausman, Kevin",2018,R,6.03,-1.919,6.003,3052,,-0.651,-0.662,,,,-2.483,-0.303,,,-11.352,-13.203,,,,1.942,-13.914,,,15.552,11.872,,,,1.737,3.754,,,1781.0,95.0,,,,434.0,742.0,,,0.584,0.031,,,,0.142,0.243,,,5.586,7.473,,,,8.543,8.214,,,93.63,82.051,,,,81.433,82.741,
"Gaviglio, Sam",2018,R,5.664,-0.964,6.42,2041,0.182,,0.764,-1.403,,,-1.992,,,-13.477,,-13.266,7.007,,,2.368,,,8.387,,5.411,-4.08,,,3.441,,,1115.0,,229.0,116.0,,,579.0,,,0.547,,0.112,0.057,,,0.284,,,6.293,,7.405,8.993,,,7.973,,,87.998,,82.819,77.881,,,83.007,,
"Gearrin, Cory",2018,R,4.784,-2.41,5.607,946,-0.316,-0.976,-0.253,,,,-3.878,,,-19.621,-14.896,-17.838,,,,5.937,,,2.031,8.327,-1.245,,,,4.497,,,390.0,85.0,125.0,,,,346.0,,,0.412,0.09,0.132,,,,0.366,,,6.029,4.747,6.951,,,,6.486,,,91.669,91.901,85.319,,,,83.978,,
"Germán, Domingo",2018,R,5.558,-1.771,5.722,1466,0.401,-1.41,0.106,-2.429,,,,,,-17.537,-9.621,-17.665,2.718,,,,,,7.934,15.842,9.399,-5.235,,,,,,260.0,438.0,239.0,529.0,,,,,,0.177,0.299,0.163,0.361,,,,,,5.833,4.532,6.453,8.737,,,,,,94.71,94.538,87.426,81.883,,,,,
"Gibson, Kyle",2018,R,6.356,-2.042,6.674,3234,-0.515,-2.039,-0.856,-3.444,,,-3.781,,,-14.077,-5.68,-13.713,6.015,,,4.836,,,11.239,15.959,5.308,-8.279,,,-0.072,,,1112.0,753.0,356.0,339.0,,,674.0,,,0.344,0.233,0.11,0.105,,,0.208,,,6.696,5.455,8.113,10.317,,,8.861,,,92.891,93.113,85.584,80.73,,,85.436,,
"Giles, Ken",2018,R,6.146,-2.023,5.266,763,,-1.118,,,,,-2.486,,,,-9.597,,,,,-0.383,,,,17.197,,,,,2.69,,,,449.0,,,,,312.0,,,,0.588,,,,,0.409,,,,5.095,,,,,8.056,,,,97.278,,,,,86.658,,
"Gilmartin, Sean",2018,L,6.232,1.835,5.668,455,,1.113,0.442,,,,4.023,,,,-9.683,-8.903,,,,15.246,,,,17.234,13.299,,,,-1.109,,,,128.0,117.0,,,,135.0,,,,0.281,0.257,,,,0.297,,,,5.729,7.731,,,,8.674,,,,88.49,78.485,,,,78.892,,
"Giolito, Lucas",2018,R,6.515,-2.384,6.282,3005,-0.598,-1.92,-1.105,-3.469,,,-3.391,,,-14.666,-8.12,-10.888,8.347,,,2.794,,,11.35,15.604,8.629,-13.632,,,2.609,,,615.0,1172.0,471.0,303.0,,,444.0,,,0.205,0.39,0.157,0.101,,,0.148,,,6.583,5.905,7.882,10.843,,,8.444,,,92.378,92.368,81.736,78.583,,,83.88,,
"Givens, Mychal",2018,R,4.678,-2.85,6.162,1244,,-2.137,-1.546,,,,-4.147,,,,-8.045,-11.907,,,,5.96,,,,12.257,-3.655,,,,3.093,,,,939.0,112.0,,,,175.0,,,,0.755,0.09,,,,0.141,,,,4.209,6.839,,,,6.458,,,,95.074,85.999,,,,86.299,,
"Glasnow, Tyler",2018,R,5.995,-1.71,7.311,1855,,-1.991,,-2.597,,,-2.603,,,,0.833,,7.213,,,2.438,,,,13.906,,-13.993,,,-14.26,,,,1307.0,,325.0,,,190.0,,,,0.705,,0.175,,,0.102,,,,5.174,,10.006,,,10.722,,,,96.55,,82.112,,,85.246,,
"Glover, Koda",2018,R,5.516,-2.724,5.957,283,-1.105,,-1.126,,,,-3.734,,,-16.478,,-16.132,,,,1.55,,,9.639,,3.621,,,,7.137,,,101.0,,62.0,,,,84.0,,,0.357,,0.219,,,,0.297,,,5.065,,6.771,,,,5.518,,,95.503,,86.819,,,,91.524,,
"Godley, Zack",2018,R,5.841,-1.244,5.477,3007,0.312,,-0.671,-1.949,-1.996,,,,,-15.153,,-8.35,3.511,-1.369,,,,,5.791,,1.486,-9.63,9.992,,,,,965.0,,158.0,1212.0,667.0,,,,,0.321,,0.053,0.403,0.222,,,,,6.689,,8.508,9.605,6.29,,,,,89.886,,81.116,81.45,88.885,,,,
"Goeddel, Erik",2018,R,6.066,-1.561,6.062,642,,-1.465,-0.792,-2.456,,,,,,,-5.19,-8.921,7.528,,,,,,,16.513,4.719,-12.556,,,,,,,320.0,210.0,108.0,,,,,,,0.498,0.327,0.168,,,,,,,4.804,8.301,10.069,,,,,,,92.085,85.117,76.862,,,,,
"Gohara, Luiz",2018,L,6.505,1.749,5.777,302,,1.192,,,,,2.625,,,,-8.694,,,,,4.485,,,,15.255,,,,,-1.599,,,,163.0,,,,,122.0,,,,0.54,,,,,0.404,,,,5.789,,,,,8.856,,,,94.047,,,,,82.516,,
"Gomber, Austin",2018,L,6.741,1.387,6.488,1226,,0.72,0.334,1.861,,,2.785,,,,-8.179,-7.857,5.674,,,2.653,,,,16.388,14.079,-12.398,,,9.697,,,,597.0,108.0,269.0,,,252.0,,,,0.487,0.088,0.219,,,0.206,,,,5.978,6.744,10.689,,,7.052,,,,92.515,83.886,77.851,,,88.669,,
"Gonsalves, Stephen",2018,L,6.012,2.698,6.724,510,,2.443,1.566,,,,4.173,,,,-2.189,-8.142,,,,5.334,,,,17.067,14.103,,,,4.248,,,,303.0,87.0,,,,80.0,,,,0.594,0.171,,,,0.157,,,,5.37,6.541,,,,7.289,,,,89.784,81.74,,,,84.333,,
"Gonzales, Marco",2018,L,5.524,2.667,5.983,2562,,0.995,0.809,3.752,3.375,,,,,,-13.218,-17.422,7.844,1.473,,,,,,14.08,8.214,-13.11,11.405,,,,,,825.0,589.0,571.0,577.0,,,,,,0.322,0.23,0.223,0.225,,,,,,5.524,6.951,9.406,5.695,,,,,,90.105,83.592,78.072,87.115,,,,
"Gonzalez, Gio",2018,L,5.617,2.098,5.829,3075,0.123,1.387,0.421,3.488,,,,,,-15.992,-9.333,-13.473,12.91,,,,,,9.799,15.595,6.557,-15.522,,,,,,825.0,909.0,711.0,630.0,,,,,,0.268,0.296,0.231,0.205,,,,,,6.035,4.669,7.408,10.694,,,,,,89.343,90.141,82.745,75.733,,,,,
"Gonzalez, Merandy",2018,R,6.139,-0.839,4.981,437,,-0.725,,-2.204,-1.861,,,,,,-4.164,,13.278,1.608,,,,,,16.476,,-8.393,12.464,,,,,,194.0,,147.0,52.0,,,,,,0.444,,0.336,0.119,,,,,,6.003,,9.434,5.897,,,,,,93.676,,76.176,93.581,,,,
"González, Miguel",2018,R,6.122,-1.597,5.531,258,,-1.137,,,,,,0.152,,,-7.843,,,,,,-13.824,,,18.982,,,,,,5.507,,,98.0,,,,,,54.0,,,0.381,,,,,,0.21,,,5.298,,,,,,8.433,,,89.661,,,,,,83.65,
"Goody, Nick",2018,R,5.703,-1.34,6.049,188,,-0.876,,,,,-2.818,,,,-6.818,,,,,6.007,,,,17.886,,,,,1.777,,,,103.0,,,,,85.0,,,,0.548,,,,,0.452,,,,4.424,,,,,7.812,,,,91.132,,,,,81.861,,
"Gossett, Daniel",2018,R,5.909,-1.804,6.069,390,,-1.863,,,,,-3.007,,,,-2.021,,,,,5.544,,,,16.166,,,,,1.955,,,,167.0,,,,,116.0,,,,0.429,,,,,0.298,,,,5.445,,,,,7.459,,,,93.074,,,,,86.974,,
"Gott, Trevor",2018,R,5.047,-3.053,5.766,301,-1.258,-2.907,,-4.339,,,,,,-17.449,-8.102,,11.952,,,,,,7.425,14.99,,-10.212,,,,,,163.0,62.0,,73.0,,,,,,0.542,0.206,,0.243,,,,,,5.078,4.353,,8.229,,,,,,95.019,94.379,,80.73,,,,,
"Grace, Matt",2018,L,6.096,0.979,5.796,846,-0.523,,,,,,1.987,,,-15.085,,,,,,4.264,,,7.773,,,,,,1.652,,,564.0,,,,,,243.0,,,0.667,,,,,,0.287,,,6.574,,,,,,8.333,,,91.155,,,,,,82.568,,
"Graveman, Kendall",2018,R,5.575,-1.107,6.442,624,0.752,,0.925,,-1.456,,-2.272,,,-16.945,,-14.733,,-2.236,,10.239,,,11.923,,4.089,,10.623,,-4.806,,,348.0,,94.0,,90.0,,81.0,,,0.558,,0.151,,0.144,,0.13,,,5.805,,7.242,,5.971,,8.816,,,93.581,,86.198,,90.29,,81.0,,
"Graves, Brett",2018,R,5.459,-2.933,6.053,533,-1.196,-2.462,,-4.399,,,-3.837,,,-14.494,-8.804,,9.599,,,1.012,,,7.635,15.745,,-8.185,,,8.326,,,83.0,197.0,,92.0,,,161.0,,,0.156,0.37,,0.173,,,0.302,,,5.99,5.007,,9.327,,,5.951,,,91.158,92.312,,80.73,,,89.111,,
"Gray, Jon",2018,R,5.948,-1.962,6.337,2794,,-1.386,,-2.714,,,-2.548,,,,-8.532,,6.013,,,2.269,,,,13.145,,-6.197,,,6.267,,,,1385.0,,410.0,,,949.0,,,,0.496,,0.147,,,0.34,,,,5.341,,9.497,,,7.214,,,,94.713,,79.623,,,87.821,,
"Gray, Sonny",2018,R,5.626,-1.084,6.172,2246,0.196,-1.091,0.663,-2.893,,,-2.118,,-3.612,-12.22,-0.957,-14.541,16.127,,,5.957,,14.429,9.644,13.829,9.893,-11.994,,,-5.776,,-3.627,681.0,604.0,57.0,516.0,,,83.0,,294.0,0.303,0.269,0.025,0.23,,,0.037,,0.131,5.884,5.127,5.874,9.474,,,8.689,,8.575,92.998,93.298,88.507,82.007,,,84.606,,84.971
"Green, Chad",2018,R,6.16,-1.991,6.218,1304,,-1.724,,,,,-3.436,,,,-4.658,,,,,3.987,,,,18.009,,,,,0.402,,,,1126.0,,,,,135.0,,,,0.863,,,,,0.104,,,,4.886,,,,,8.533,,,,96.083,,,,,87.129,,
"Greene, Shane",2018,R,6.267,-1.869,5.404,1071,-0.074,-0.956,,,-3.067,,,,-3.915,-15.6,-6.417,,,7.406,,,,15.89,10.83,16.569,,,5.845,,,,2.105,489.0,55.0,,,254.0,,,,273.0,0.457,0.051,,,0.237,,,,0.255,6.243,5.101,,,7.136,,,,8.482,94.168,95.258,,,88.25,,,,81.176
"Gregerson, Luke",2018,R,6.297,-1.554,5.486,207,-0.237,,,,,,-3.42,,,-9.822,,,,,,8.714,,,5.428,,,,,,-1.013,,,99.0,,,,,,68.0,,,0.478,,,,,,0.329,,,7.72,,,,,,9.247,,,87.767,,,,,,80.576,,
"Greinke, Zack",2018,R,6.27,-1.023,5.742,3208,0.683,-1.032,0.385,-2.414,,,-2.533,,,-11.908,-1.269,-12.009,11.913,,,7.139,,,12.505,17.254,3.977,-11.629,,,2.55,,,184.0,1383.0,657.0,350.0,,,555.0,,,0.059,0.442,0.21,0.112,,,0.177,,,6.65,5.972,8.157,11.322,,,8.69,,,90.038,89.504,86.534,71.241,,,83.36,,
"Grimm, Justin",2018,R,6.036,-1.401,6.717,294,,-1.0,,-3.112,,,,,,,-4.323,,12.207,,,,,,,18.267,,-12.589,,,,,,,143.0,,123.0,,,,,,,0.486,,0.418,,,,,,,4.965,,10.08,,,,,,,93.18,,81.411,,,,,
"Gsellman, Robert",2018,R,6.02,-1.566,5.796,1281,0.211,,0.532,-2.868,,,-2.602,,,-17.148,,-15.752,8.811,,,-0.572,,,9.928,,8.062,-10.244,,,6.289,,,787.0,,113.0,153.0,,,213.0,,,0.614,,0.088,0.119,,,0.166,,,6.132,,7.002,9.316,,,7.067,,,94.055,,86.642,81.844,,,89.672,,
"Guerra, Javy",2018,R,6.851,-0.957,5.813,586,,-0.616,,-1.69,,,-2.046,,,,-4.313,,3.947,,,4.103,,,,18.793,,-8.289,,,7.565,,,,301.0,,94.0,,,159.0,,,,0.514,,0.16,,,0.271,,,,5.795,,10.125,,,7.675,,,,93.307,,79.486,,,88.03,,
"Guerra, Junior",2018,R,5.773,-1.335,6.124,2354,0.168,-0.9,,-2.096,,,-2.267,-0.521,,-15.265,-5.943,,5.508,,,5.243,-5.411,,11.065,17.33,,-8.133,,,-0.328,8.498,,705.0,905.0,,80.0,,,285.0,379.0,,0.299,0.384,,0.034,,,0.121,0.161,,5.766,4.925,,9.593,,,8.256,7.89,,93.446,93.069,,82.302,,,83.842,86.628,
"Guerrero, Tayron",2018,R,6.285,-2.148,6.541,1118,,-1.383,,,,,-2.78,,,,-10.02,,,,,3.761,,,,15.252,,,,,0.361,,,,852.0,,,,,215.0,,,,0.762,,,,,0.192,,,,5.369,,,,,8.324,,,,98.756,,,,,85.953,,
"Guerrieri, Taylor",2018,R,5.843,-1.138,5.817,172,0.137,-1.781,,,,,,,,-17.35,-1.642,,,,,,,,7.548,9.341,,,,,,,,81.0,50.0,,,,,,,,0.471,0.291,,,,,,,,6.4,6.274,,,,,,,,92.322,91.242,,,,,,,
"Guilmet, Preston",2018,R,6.841,-1.319,5.085,194,,-0.773,,,,,-1.338,,,,-7.082,,,,,-2.233,,,,18.18,,,,,2.725,,,,78.0,,,,,113.0,,,,0.402,,,,,0.582,,,,6.543,,,,,8.811,,,,90.892,,,,,82.988,,
"Gómez, Jeanmar",2018,R,5.767,-1.969,6.54,449,-0.353,,-0.061,-3.57,,,-2.94,,,-16.362,,-16.152,8.469,,,3.6,,,8.318,,3.769,-4.716,,,3.929,,,178.0,,101.0,57.0,,,96.0,,,0.396,,0.225,0.127,,,0.214,,,6.119,,7.301,8.814,,,7.223,,,91.861,,84.568,77.128,,,85.1,,
"Gómez, Roberto",2018,R,5.806,-1.909,5.793,177,0.285,,,,,,,,,-16.617,,,,,,,,,8.357,,,,,,,,,70.0,,,,,,,,,0.395,,,,,,,,,5.807,,,,,,,,,94.633,,,,,,,,
"Hader, Josh",2018,L,5.101,3.486,6.65,1446,2.731,,,,,,5.088,,,-9.362,,,,,,5.787,,,16.836,,,,,,3.837,,,1149.0,,,,,,292.0,,,0.795,,,,,,0.202,,,4.11,,,,,,7.08,,,94.656,,,,,,81.867,,
"Hale, David",2018,R,5.64,-2.112,6.344,226,-0.024,,-0.546,,,,,,,-16.128,,-13.587,,,,,,,9.838,,9.902,,,,,,,68.0,,85.0,,,,,,,0.301,,0.376,,,,,,,6.149,,7.543,,,,,,,90.834,,79.176,,,,,,
"Haley, Justin",2018,R,6.496,-1.793,6.67,129,,-1.602,,,,,,,,,-2.98,,,,,,,,,16.91,,,,,,,,,73.0,,,,,,,,,0.566,,,,,,,,,5.526,,,,,,,,,91.903,,,,,,,
"Hall, Matt",2018,L,5.038,3.765,5.808,199,,3.778,,5.311,,,,,,,-3.039,,14.172,,,,,,,12.319,,-16.242,,,,,,,126.0,,71.0,,,,,,,0.633,,0.357,,,,,,,4.985,,10.277,,,,,,,89.278,,75.142,,,,,
"Hamels, Cole",2018,L,6.103,2.756,6.199,3084,1.108,2.102,1.073,3.964,3.598,,3.639,,,-15.155,-7.676,-13.432,5.588,1.101,,0.511,,,9.603,15.455,9.167,-10.182,7.867,,2.431,,,458.0,932.0,580.0,402.0,563.0,,149.0,,,0.149,0.302,0.188,0.13,0.183,,0.048,,,6.465,5.422,8.025,9.759,6.861,,8.268,,,91.444,92.363,83.399,78.769,87.542,,85.009,,
"Hamilton, Ian",2018,R,6.094,-2.979,5.654,117,,-2.257,,,,,,,,,-8.696,,,,,,,,,15.227,,,,,,,,,80.0,,,,,,,,,0.684,,,,,,,,,5.208,,,,,,,,,96.621,,,,,,,
"Hammel, Jason",2018,R,6.317,-2.338,6.331,2070,-0.73,-1.725,-0.566,-3.701,,,-3.368,,,-14.314,-7.857,-13.928,12.185,,,5.169,,,11.392,15.384,8.918,-11.56,,,1.024,,,803.0,265.0,85.0,136.0,,,780.0,,,0.388,0.128,0.041,0.066,,,0.377,,,6.023,5.303,6.972,10.031,,,8.526,,,91.682,91.904,84.709,76.969,,,85.06,,
"Hancock, Justin",2018,R,5.601,-2.725,6.29,205,,-1.94,,,,,-3.644,,,,-12.421,,,,,2.017,,,,14.481,,,,,0.069,,,,147.0,,,,,57.0,,,,0.717,,,,,0.278,,,,5.062,,,,,7.395,,,,96.36,,,,,88.151,,
"Hand, Brad",2018,L,6.167,2.459,4.675,1200,0.535,1.992,,,,,,,4.438,-16.525,-10.491,,,,,,,17.68,5.133,14.831,,,,,,,-5.164,189.0,355.0,,,,,,,656.0,0.158,0.296,,,,,,,0.547,6.882,5.552,,,,,,,9.158,93.331,93.767,,,,,,,82.012
"Happ, J.A.",2018,L,6.153,1.95,5.949,3093,0.247,1.301,-0.393,2.059,,,2.768,,,-14.243,-7.164,-14.342,2.501,,,2.784,,,9.129,17.933,7.951,-6.864,,,5.919,,,433.0,1839.0,379.0,51.0,,,391.0,,,0.14,0.595,0.123,0.016,,,0.126,,,6.749,5.13,7.515,10.108,,,7.947,,,90.414,92.279,85.989,75.912,,,85.324,,
"Hardy, Blaine",2018,L,5.997,1.92,6.032,1367,,1.095,-0.259,2.639,2.76,,,,,,-5.384,-16.423,5.891,5.002,,,,,,18.85,11.073,-15.14,8.066,,,,,,437.0,330.0,126.0,459.0,,,,,,0.32,0.241,0.092,0.336,,,,,,5.213,7.233,10.877,6.916,,,,,,87.833,79.551,75.321,83.516,,,,
"Harris, Will",2018,R,6.176,-1.351,6.195,901,,,,-2.975,-2.064,,,,,,,,12.434,3.492,,,,,,,,-13.435,10.306,,,,,,,,334.0,564.0,,,,,,,,0.371,0.626,,,,,,,,10.599,5.977,,,,,,,,82.473,92.016,,,,
"Hart, Donnie",2018,L,3.823,4.834,6.042,379,3.405,,,,,,6.493,,,-17.771,,,,,,10.851,,,-1.41,,,,,,-0.568,,,213.0,,,,,,124.0,,,0.562,,,,,,0.327,,,5.508,,,,,,6.923,,,87.746,,,,,,76.069,,
"Harvey, Matt",2018,R,6.279,-1.152,5.862,2531,-0.03,-0.433,0.387,-1.655,,,-2.032,,,-13.328,-10.514,-14.469,1.476,,,1.542,,,12.506,15.389,10.17,-5.713,,,6.26,,,771.0,724.0,290.0,139.0,,,606.0,,,0.305,0.286,0.115,0.055,,,0.24,,,5.698,5.609,7.098,9.239,,,7.244,,,94.225,93.793,87.077,82.863,,,88.52,,
